Company Name,Slogan,Amount Raised,Year,Stage,Business Model,Image URL,Full Description,PDF URL,Investors,About,Industry,Tags,Customer Model,Website,Legal Name,Type
Awake Security,Awake Security delivers advanced NTA solutions that protect organizations from targeted cyber attacks. Awake Security raised $36M in 2020 with this deck.,$36M,2020,Late Stage,B2B,https://logo.clearbit.com/awakesecurity.com,"Awake Security, Inc. provides software solutions. The Company offers security analytics solutions that detects, hunts, investigates, and responds to threats such as insider attacks, corporate espionage, lateral movement, and data exfiltration. Awake Security serves customers in the State of California.",https://www.slideshare.net/slideshow/embed_code/key/zzmKRN6QqasKsH,VC,Awake Security delivers advanced NTA solutions that protect organizations from targeted cyber attacks.,Security,"Security, Cloud",B2B,awakesecurity.com,Awake Security,ST
Hearo.Live,"Hearo is a multiplayer video platform of shows for gaming and entertainment communities. Communities can watch and interact with shows live, engage with other viewers to chat, and talk with the hosts. Hearo.Live raised $150K in 2019 with this deck.",$150K,2019,Seed,B2C,https://logo.clearbit.com/hearo.live,"Laugh, talk, and cheer with friends while watching YouTube, Netflix, ESPN, and more in full-screen HD, like you're on a big cozy couch together. #MultiplayerTV #TheFutureOfTogether",https://www.slideshare.net/slideshow/embed_code/key/zojC0Dal6X4cPT,VC,"Hearo is a multiplayer video platform of shows for gaming and entertainment communities. Communities can watch and interact with shows live, engage with other viewers to chat, and talk with the hosts.",Gaming,"Gaming, Media, Entertainment, Video",B2C,hearo.live,Hearo.Live,ST
Cadence,Percent (formerly Cadence) provides access to alternative investment opportunities. Cadence raised $4M in 2020 with this deck.,$4M,2020,Seed,B2C,https://logo.clearbit.com/cadencebank.com,"Cadence BanCorporation operates as a bank holding company. The Company, through its subsidiaries, provides personal and business loans, savings accounts, debit and credit cards, letter of credit, commercial banking, and mortgage finance services. Cadence serves customers in the United States.",https://www.slideshare.net/slideshow/embed_code/key/Dk9nHHydsfvlPg,VC,Percent (formerly Cadence) provides access to alternative investment opportunities.,FinTech,"FinTech, Blockchain, Payments",B2C,cadencebank.com,Cadence,ST
Fynd,Fynd is a fashion-focused e-commerce platform that helps you discover great brands at the best prices. Fynd raised $500k in 2008 with this deck.,$500k,2008,Series A,C2C,https://logo.clearbit.com/fynd.com,"Fashion for the Now generation! Shop for men and women clothes, accessories & more from nearby stores with Super-Fast Delivery using our Fynd app.",https://www.slideshare.net/slideshow/embed_code/key/92E71JVJVdRY4H,Corporate,Fynd is a fashion-focused e-commerce platform that helps you discover great brands at the best prices.,Retail,"Retail, Fashion",C2C,fynd.com,Fynd,ST
Printivo,Printivo transforms your designs into print-ready files for the best printing experience possible. Printivo raised $112.5K in 2017 with this deck.,$112.5K,2017,Seed,B2B2C,https://logo.clearbit.com/printivo.com,"Design & print Business Cards, flyers, mugs and other print products online and we will deliver your doorstep. Get instant quotes.",https://www.slideshare.net/slideshow/embed_code/key/m35nUSm0LqFNHF,VC,Printivo transforms your designs into print-ready files for the best printing experience possible.,Art,"Art, Retail",B2B2C,printivo.com,Printivo,ST
Contently,Contently helps companies create results-driven content by using smart technology and connecting them with experts. Contently raised $9M in 2014 with this deck.,$9M,2014,Series B,B2B,https://logo.clearbit.com/contently.com,"Contently Inc. hosts an online community for writers. The Company enables journalists to build a portfolio and market their work to publishers. Contently is based in New York City, New York.",https://www.slideshare.net/slideshow/embed_code/key/JLAbOBX5smG4Nn,Angel Investors,Contently helps companies create results-driven content by using smart technology and connecting them with experts.,Advertising,"Advertising, Analytics, Marketing",B2B,contently.com,Contently,ST
Manpacks,"Manpacks is a men’s subscription service delivering underwear, razors, shaving supplies, condoms, and other essentials to customers' doorsteps. Manpacks raised $500K in 2011 with this deck.",$500K,2011,Crowdfunding,B2C,https://logo.clearbit.com/Manpacks.com,"Hung Ching Development & Construction Co. Ltd. constructs residential and commercial buildings for rent and sale in Taiwan. It provides residential buildings, villas, apartments, shops, factories, and offices, as well as parking space. Hung Ching Development & Construction Co. Ltd. is based in Taipei, Taiwan.",https://www.slideshare.net/slideshow/embed_code/key/IktyqOKa4qVPAT,Unknown,"Manpacks is a menâs subscription service delivering underwear, razors, shaving supplies, condoms, and other essentials to customers' doorsteps.",Retail,"Retail, Healthcare, Fashion",B2C,Manpacks.com,Manpacks,ST
Promolta,"Promolta is an advanced advertising platform where you can promote any kind of video to targeted websites, blogs, games and social networks. Promolta raised $100K in 2014 with this deck.",$100K,2014,Seed,B2B,https://logo.clearbit.com/promolta.com,"Youtube video advertising made easy. Promote your video to millions of people & increase youtube views, subscribers & likes. Get seen by real people. Start with $10",https://www.slideshare.net/slideshow/embed_code/key/NiYyy8ubrVjWao,Unknown,"Promolta is an advanced advertising platform where you can promote any kind of video to targeted websites, blogs, games and social networks.",Advertising,"Advertising, Media, Video, Social Media, Marketing",B2B,promolta.com,Promolta,ST
AceUp,AceUp offers a strong foundation for emerging and seasoned leaders to overcome real-world professional challenges. AceUp raised $1.7M in 2019 with this deck.,$1.7M,2019,Seed,B2B,https://logo.clearbit.com/aceup.com,AceUp is the premier leadership development coaching platform. Medium and large sized companies trust AceUp to develop their executives.,https://www.slideshare.net/slideshow/embed_code/key/yoBBOF3aq9m4v1,Angel Investors,AceUp offers a strong foundation for emerging and seasoned leaders to overcome real-world professional challenges.,HR,"HR, EdTech, Software",B2B,aceup.com,AceUp,ST
Button City 2020,Subliminal secured add-on financing to launch their narrative adventure game Button City with this deck. Button City 2020 raised -- in 2020 with this deck.,--,2020,,B2C,https://logo.clearbit.com/www.buttoncitygame.com,"Button City is a narrative adventure game about a small community of low-poly animals, each named after herbs and spices. Indie studio Subliminal Gaming teamed up with WINGS Interactive, a company that invests in indie games that feature women and marginalized genders in key development positions, to release Button City to PS5, Xbox Series X|S, Nintendo Switch and Steam on August 10th, 2021. According to dev duo Ryan and Shandiin Yazzie Woodward, their game Button City is all about a love of gaming and its communities.Button City already secured pre-production funding in 2018, but found themselves needing additional funds in 2020. This is the deck they used to seek bridge financing after most of the game was complete",https://drive.google.com/file/d/14ym5Wy0p3QZSU8OeLzVljyqm-cttawtX/preview?usp=sharing,Wings Interactive,Subliminal secured add-on financing to launch their narrative adventure game Button City with this deck.,Gaming,Gaming,B2C,www.buttoncitygame.com,Button City 2020,ST
Button City 2018,Button City is a colorful low poly narrative adventure game about friendship and community. Button City 2018 raised -- in 2018 with this deck.,--,2018,,B2C,https://logo.clearbit.com/www.buttoncitygame.com,"Button City is a narrative adventure game about a small community of low-poly animals, each named after herbs and spices. Indie studio Subliminal Gaming teamed up with WINGS Interactive, a company that invests in indie games that feature women and marginalized genders in key development positions, to release Button City to PS5, Xbox Series X|S, Nintendo Switch and Steam on August 10th, 2021. According to dev duo Ryan and Shandiin Yazzie Woodward, their game Button City is all about a love of gaming and its communities.Here's an inside look at the deck Subliminal used to initially shop Button City to partners in 2018, pre-production: this pitch was used to secure initial financing to build and launch the game.",https://drive.google.com/file/d/1oo9POkGncFZBK_8Pq4eHDBOxS9tMd6O-/preview?usp=sharing,Wings Interactive,Button City is a colorful low poly narrative adventure game about friendship and community.,Gaming,Gaming,B2C,www.buttoncitygame.com,Button City 2018,ST
Beacon Pines,Beacon Pines is a cute and creepy adventure game set within a mysterious book. Beacon Pines raised -- in 2022 with this deck.,--,2022,,B2C,,"Beacon Pines, a new game title from independent publisher Fellow Traveller and developer Hiding Spot Games, was launched on Xbox One, Xbox Game Pass, and PC in September 2022.  The 'cute and creepy' game plays as a third-person adventure, set within a storybook.This deck does not include the roadmap and budget slides, which would normally be placed in between Marketing Stats and Additional Publishing Support.",https://drive.google.com/file/d/1Ob7ZF7BPcykBa4V3CnT3wtVLdwtPclBB/preview?usp=drive_link,Fellow Traveller,Beacon Pines is a cute and creepy adventure game set within a mysterious book.,Gaming,Gaming,B2C,hidingspotgames.com/beaconpines.html,Beacon Pines,ST
Wayward Strand,"Wayward Strand is a dynamic, interactive story-based game from Australian indie studio Ghost Pattern, released on PlayStation, Xbox, Switch, and PC. Wayward Strand raised -- in 2022 with this deck.",--,2022,,B2C,https://logo.clearbit.com/waywardstrand.com,"Set in 1978, Wayward Strand places you in the role of Casey Beaumaris: an inquisitive, notepad-wielding 14-year-old girl whose mother, Ruth, is the head nurse on a floating airship hospital docked off the coast of rural Victoria, Australia.In Wayward Strand's unique narrative structure, the stories of over a dozen characters unfold around you in real time, as you roam freely throughout each day.Indie game studio Ghost Pattern used this pitch deck to secure backing to self-publish Wayward Strand. This game's pitch deck benefits greatly from animated GIFs of gameplay, which are featured prominently throughout the presentation.",https://drive.google.com/file/d/1UrpjsINaRN7ovDEaFf6F7xzggoCpUZzL/preview?usp=sharing,Ghost Pattern,"Wayward Strand is a dynamic, interactive story-based game from Australian indie studio Ghost Pattern, released on PlayStation, Xbox, Switch, and PC.",Gaming,Gaming,B2C,waywardstrand.com,Wayward Strand,ST
Backbone,Backbone is a noir role-playing indie video game developed by EggNut and published by Raw Fury. Backbone raised -- in 2019 with this deck.,--,2019,,B2C,,"Backbone is a noir role-playing indie video game released for Microsoft Windows, PlayStation, and Xbox. Gamers play as raccoon private eye Howard Lotor and explore the dystopian Vancouver setting inhabited by animals, uncovering a deeply personal story of change and transformation.Here's an inside look at how game studio Egg Nut pitched and signed Backbone with Raw Fury.  This simple 6-slide pitch deck was the key to securing Backbone's publishing deal. The team reportedly needed the funding for doubling their team, localization, and QA.",https://drive.google.com/file/d/1o6cIQDT_xYZBlCUdjecyi6aZJBAdTi8M/preview?usp=sharing,Raw Fury,Backbone is a noir role-playing indie video game developed by EggNut and published by Raw Fury.,Gaming,Gaming,B2C,eggnut.com,Backbone,ST
The Flame in the Flood,"The Flame in the Flood is a roguelike survival adventure video game developed by The Molasses Flood for Microsoft Windows, macOS, Xbox One, PlayStation, and Nintendo Switch and published by Curve Digital. The Flame in the Flood raised -- in 2014 with this deck.",--,2014,,B2C,,"The Flame in the Flood is a wilderness survival game in which a girl and her dog travel down a procedurally generated river on foot and by raft. Players must gather resources, craft tools, treat ailments, avoid vicious wildlife, and, most importantly, stay healthy in a dangerous wilderness.The game was developed by The Molasses Flood, who consisted of a team of people who previously worked on BioShock, Halo 2, and Rock Band. They had a successful crowdfunding campaign, raising $251,647 out of a goal of $150,000.This is the pitch deck that The Molasses Flood used to pitch game ideas to publishers. According to Lead Designer Forrest Dowling, the team did not use it to pitch many game publishers because most publishers wanted to see something playable instead, but it was distributed in investor and media meetings.",https://drive.google.com/file/d/19eFVf1Njp-WmzWOCmD_oc4L_UJVChPqT/preview?usp=drive_link,Curve Digital,"The Flame in the Flood is a roguelike survival adventure video game developed by The Molasses Flood for Microsoft Windows, macOS, Xbox One, PlayStation, and Nintendo Switch and published by Curve Digital.",Gaming,Gaming,B2C,,The Flame in the Flood,ST
One Lonely Outpost,"Developed by Aurorian Studios and published by Freedom! Games, One Lonely Outpost is a space farming sim set on a barren alien planet. One Lonely Outpost raised -- in 2022 with this deck.",--,2022,,B2C,https://logo.clearbit.com/www.onelonelyoutpost.com,"One Lonely Outpost is a farming simulation with an absolutely unique setting - a barren, alien planet that you must bring to life. The players can choose between traditional animals and natural produce or robo-cows and gene-spliced crops.Aurorian Studios, the game's developer, successfully completed a $120,000 Kickstarter game to fund the project's completion. According to the project manager, the game was released on a strict three-month cycle with a one-week margin of error. They never missed a release date during the two years of game development.Take a look at the pitch deck that landed Aurorian Studios an equity investment as well as a publishing deal. The pitch deck contains complete budget figures with actual numbers.",https://drive.google.com/file/d/1frChgdyeHiegqeA7NZo7LG1hjXRAL9bC/preview?usp=sharing,Freedom! Games,"Developed by Aurorian Studios and published by Freedom! Games, One Lonely Outpost is a space farming sim set on a barren alien planet.",Gaming,Gaming,B2C,www.onelonelyoutpost.com,One Lonely Outpost,ST
Turbo Boom,Turbo Boom! is a rally racing game developed and published by Tyre Bytes. Turbo Boom raised -- in 2019 with this deck.,--,2019,,B2C,,"Turbo Boom! features high-speed action-packed tracks with a slew of explosive obstacles that annihilate anyone who gets too close. The game also includes online leaderboards for competing against friends, as well as ghost cars that show the path you or the leaders took.Tyre Bytes, an independent game studio focused on creating racing games, developed the game. The studio was recognized with a Nomination for Best Technology, Most REAL Game Unreal Florida 2019, as well as Best Overall Game Unbelievable Florida 2019.Take a look at the pitch deck that got three publishers interested but ultimately turned down due to custom engine vs Unreal/Unity.",https://drive.google.com/file/d/1GA1n_GuW406uGeG0xv8piyRL7k33hgpG/preview?usp=sharing,,Turbo Boom! is a rally racing game developed and published by Tyre Bytes.,Gaming,Gaming,B2C,www.tyrebytes.com/games/turboboom/,Turbo Boom,ST
Diablo,Diablo is an action role-playing video game developed by Blizzard North and released by Blizzard Entertainment in January 1997. Diablo raised -- in 1994 with this deck.,--,1994,,B2C,https://logo.clearbit.com/diabloimmortal.blizzard.com,"Diablo is the first installment in the Diablo video game series. The player controls a lone hero battling Diablo, the Lord of Terror, in the fictional Kingdom of Khanduras in the mortal realm. The player travels beneath Tristram through sixteen randomly generated dungeon levels before entering Hell to face Diablo.Blizzard North (formerly Condor), which was the Bay Area division of Blizzard Entertainment, created the game. The studio, based in San Mateo, California, was well-known for its Diablo series. On August 1, 2005, Blizzard Entertainment announced the closure of Blizzard North.Take a look at the pitch proposal that assisted Condor Inc. in securing the publishing deal. This comprehensive proposal includes an overview, plot and setting, gameplay, marketing, and a development timeline.",https://drive.google.com/file/d/1-3eMEDyQAgT6sr5EvIL5QIPV0NsuPfML/preview,Blizzard Entertainment,Diablo is an action role-playing video game developed by Blizzard North and released by Blizzard Entertainment in January 1997.,Gaming,Gaming,B2C,diabloimmortal.blizzard.com,Diablo,ST
Bear & Breakfast,Bear and Breakfast is a management sim video game developed by Romanian studio Gummy Cat and published by Armor Games. Bear & Breakfast raised -- in 2019 with this deck.,--,2019,,B2C,https://logo.clearbit.com/www.bear.game,"In Bear and Breakfast, the player takes control of Hank, a bear who inherits a run-down bed and breakfast that he must repair and operate in order to serve human customers. The game's goal is to maximize guest satisfaction by constructing and decorating various rooms and facilities.Bear and Breakfast is the debut game of Bucharest-based studio Gummy Cat. The game was released on 28 July 2022 for PC while the Switch version was released on 15 September 2022. The game was praised for its art style, music, humor and cozy atmosphere, but also received criticism aimed at some of its gameplay mechanics.Take a look at the pitch deck that helped Gummy Cat land a publishing deal with Armor Games.",https://drive.google.com/file/d/1CX2gXWdgBJ3SVr9ns2tPwPfIv3OkootK/preview?usp=sharing,Armor Games,Bear and Breakfast is a management sim video game developed by Romanian studio Gummy Cat and published by Armor Games.,Gaming,Gaming,B2C,www.bear.game,Bear & Breakfast,ST
Guacamelee!,Guacamelee! is a Metroidvania-style action-platformer game developed by DrinkBox Studios and published by DrinkBox Studios and Activision for Xbox 360. Guacamelee! raised -- in 2013 with this deck.,--,2013,,B2C,,"Guacamelee! is set in a magical world inspired by traditional Mexican culture and folklore. The game features melee combat, parallel dimensions and same-screen co-op. The original Guacamelee! received wide critical acclaim and was a finalist for both IndieCade and the Independent Games Festival's Excellence in Visual Art award.Toronto, Canada-based Drinkbox Studios is the developer behind the Guacamelee! series. The company was founded in April 2008 by Chris Harvey, Ryan MacLean and Graham Smith, three programmers previously employed by Pseudo Interactive, which closed earlier that year.Following the completion of their first title, Tales from Space: About a Blobasked, the founders enlist the help of their entire staff to brainstorm ideas for a brand new game and pitch the concept to them in a simple, one-page design document.Check out the proposal pitch, which was inspired by studio artist Augusto Quijano's childhood in Mexico.",,Activision,Guacamelee! is a Metroidvania-style action-platformer game developed by DrinkBox Studios and published by DrinkBox Studios and Activision for Xbox 360.,Gaming,Gaming,B2C,,Guacamelee!,ST
Bioshock,BioShock is a 2007 first-person shooter game developed by 2K Boston (later Irrational Games) and 2K Australia and published by 2K Games. Bioshock raised -- in 2002 with this deck.,--,2002,,B2C,,"BioShock is set in 1960 and follows Jack as he discovers Rapture, an underwater city. Jack tries to flee, fighting ADAM-obsessed enemies and Big Daddies while conversing with the few sane humans left and learning about Rapture's past.Ken Levine, Irrational's creative director, developed the game's concept, which incorporates ideas from twentieth-century dystopian and utopian thinkers such as Ayn Rand, George Orwell, and Aldous Huxley.The game was created by Irrational Games (known as 2K Boston between 2007 and 2009). Ken Levine, Jonathan Chey, and Robert Fermier, three former Looking Glass Studios employees, founded the studio in 1997. In 2006, Take-Two Interactive purchased the studio. The studio was best known for its games System Shock 2, Freedom Force, SWAT 4, and, most notably, two BioShock games.Here's the pitch proposal that helped BioShock get a publishing deal.",https://drive.google.com/file/d/1Q1nE1ZSmkcpQ_JWeY9CGabQHmvNKI5Ji/preview?usp=sharing,2K Games,BioShock is a 2007 first-person shooter game developed by 2K Boston (later Irrational Games) and 2K Australia and published by 2K Games.,Gaming,Gaming,B2C,2k.com/en-US/game/bioshock-the-collection/,Bioshock,ST
A Monster's Expedition,A Monster’s Expedition is an open-world puzzle adventure game developed by Adam deGrandis. A Monster's Expedition raised -- in 2020 with this deck.,--,2020,,B2C,,,,,,,,,,,ST
MapMe,"Mapme enables you to manage and customize your crowd-sourced maps, giving you the power to visualize, engage, promote, and organize any group. MapMe raised $1M in 2015 with this deck.",$1M,2015,Seed,B2B,https://logo.clearbit.com/mapme.com,"Create beautiful interactive maps. Add photos, videos, PDFs. Draw. Generate advanced filters. Import from spreadsheets.",https://www.slideshare.net/slideshow/embed_code/key/sz4A88MH7o1p0L,Unknown,"Mapme enables you to manage and customize your crowd-sourced maps, giving you the power to visualize, engage, promote, and organize any group.",Travel,"Travel, Transportation, Logistics, 3D Technology, Social Media, Media",B2B,mapme.com,MapMe,ST
Openfin,"OpenFin is an enterprise-grade application platform for financial desktops. It simplifies application distribution, risk management, and developer APIs without sacrificing security. Openfin raised $17M in 2019 with this deck.",$17M,2019,Late Stage,B2B,https://logo.clearbit.com/open.money,Manage business finances seamlessly with a current account - from bulk payouts to automated accounting to payment gateway all in one place - with Open,https://www.slideshare.net/slideshow/embed_code/key/zgdrYcKd6yRmQh,"VC, Corporate","OpenFin is an enterprise-grade application platform for financial desktops. It simplifies application distribution, risk management, and developer APIs without sacrificing security.",FinTech,"FinTech, Software, Analytics",B2B,open.money,Openfin,ST
Yalochat,Yalochat is a cloud-based customer relationship management platform that uses artificial intelligence to improve customer service. Yalochat raised $8M in 2018 with this deck.,$8M,2018,Seed,B2B,https://logo.clearbit.com/Yalochat.com,"Yalochat, Inc. operates as an artificial intelligence driven customer relationship management software company. The Company develops a customer service chatbot and artificial intelligence platform for social media and other markets. Yalochat serves customers worldwide.",https://www.slideshare.net/slideshow/embed_code/key/56bG9iLZC7b0C9,VC,Yalochat is a cloud-based customer relationship management platform that uses artificial intelligence to improve customer service.,AI,"AI, Analytics, Marketing, Machine Learning",B2B,Yalochat.com,Yalochat,ST
Moz,"Moz is a powerful marketing analytics tool that helps you track, manage, and optimize your marketing performance. Moz raised $18M in 2009 with this deck.",$18M,2009,Series B,B2B,https://logo.clearbit.com/mozilla.org,"Mozilla Foundation operates as a non-profit organization The Organization develops browsers, apps, codes, and tools, as well as provides desktop browsers, mobile, and pocket browsers. Mozilla Foundation serves communities in the State of California.",https://www.slideshare.net/slideshow/embed_code/key/nDbC6hDYv3mrL6,Corporate,"Moz is a powerful marketing analytics tool that helps you track, manage, and optimize your marketing performance.",Advertising,"Advertising, Analytics, Big Data, Marketing",B2B,mozilla.org,Moz,ST
Datasembly,"Datasembly offers pricing, promotion, assortment and availability data for retailers. Datasembly raised $10.3M in 2020 with this deck.",$10.3M,2020,Series A,B2B,https://logo.clearbit.com/datasembly.com,"Datasembly, Inc. provides technology solutions. The Company specializes in providing access to grocery and retail pricing records aggregated from hundreds of online and brick and mortar retailers. Datasembly serves customers in the United States.",https://www.slideshare.net/slideshow/embed_code/key/kldrJm10uetoWv,VC,"Datasembly offers pricing, promotion, assortment and availability data for retailers.",Analytics,"Analytics, Marketing, Retail, Big Data",B2B,datasembly.com,Datasembly,ST
AppVirality,AppVirality is an all-in-one growth hacking toolbox helping apps get more downloads and revenue. AppVirality raised $465K in 2015 with this deck.,$465K,2015,Seed,B2B,https://logo.clearbit.com/appvirality.com,"World's #1 referral marketing software that helps you design, manage, and optimize successful customer referral campaigns. Empower your happy customers to drive sales and reduce CPA. Integrate your referral campaign with all of your marketing channels seamlessly. Supports iOS, Android and Web.",https://www.slideshare.net/slideshow/embed_code/key/LqQWbLf11RDmCB,Corporate,AppVirality is an all-in-one growth hacking toolbox helping apps get more downloads and revenue.,Marketing,"Marketing, IT, Software",B2B,appvirality.com,AppVirality,ST
Alumnify,"Alumnify is a community-based platform that lets graduates connect with each other, find new job opportunities and establish new university communities. Alumnify raised $1.3M in 2014 with this deck.",$1.3M,2014,Seed,B2B2C,https://logo.clearbit.com/alumnify.co,"Alumnify is a solution that allows graduates to build stronger alumni connections, establish new university communities, and create new job opportunities. It was launched on February 15, 2013, and is based in San Francisco, California, United States.",https://www.slideshare.net/slideshow/embed_code/key/aTEOEhq77p9CBj,Unknown,"Alumnify is a community-based platform that lets graduates connect with each other, find new job opportunities and establish new university communities.",Social Media,"Social Media, HR, Software, EdTech",B2B2C,alumnify.co,Alumnify,ST
Yellowdig,"Yellowdig is an online learning platform that fosters peer-driven learning, promotes collaboration, and rewards knowledge acquisition through gamification techniques and data science. Yellowdig raised $100K in 2015 with this deck.",$100K,2015,Pre-Seed,B2B2C,https://logo.clearbit.com/yellowdig.co,"Yellowdig offers educators a gameful learning digital solution to improve student engagement by building learning communities for any course modality.  Learn more about our partnerships, case studies and impact on retention and academic outcomes.",https://www.slideshare.net/slideshow/embed_code/key/roJZfpXH4GtqF,VC,"Yellowdig is an online learning platform that fosters peer-driven learning, promotes collaboration, and rewards knowledge acquisition through gamification techniques and data science.",EdTech,"EdTech, Collaboration",B2B2C,yellowdig.co,Yellowdig,ST
Amixr,Amixr is an incident management platform that has a powerful Slack integrations. Amixr raised Undisclosed in 2020 with this deck.,Undisclosed,2020,Seed,B2B,https://logo.clearbit.com/amixr.io,Incident Management in Slack,https://www.slideshare.net/slideshow/embed_code/key/m80E2hn1pgdgfc,Unknown,Amixr is an incident management platform that has a powerful Slack integrations.,Productivity,"Productivity, IT, Software, Analytics",B2B,amixr.io,Amixr,ST
Almanac,"Almanac is a tool that makes it easy to create, track, and share documentation for your team. Almanac raised $9M in 2020 with this deck.",$9M,2020,Seed,B2B,https://logo.clearbit.com/almanac.com,"Weather, moon phases, gardening, sunrise & sunset, Best Days, tides, remedies, folklore, & more. Oldest continuously-published and best-selling farmers' almanac",https://www.slideshare.net/slideshow/embed_code/key/1X70se8j8HMet,VC,"Almanac is a tool that makes it easy to create, track, and share documentation for your team.",Collaboration,"Collaboration, Cloud, Productivity",B2B,almanac.com,Almanac,ST
Copper Cow Coffee,Copper Cow Coffee offers delivery of specialty Vietnamese coffees to offices and homes. Copper Cow Coffee raised $2M in 2018 with this deck.,$2M,2018,Seed,B2C,https://logo.clearbit.com/coppercowcoffee.com,"Copper Cow Coffee, Inc. provides non alcoholic beverages. The Company offers wide range of coffee and tea products. Copper Cow Coffee serves customers in the United States.",https://www.slideshare.net/slideshow/embed_code/key/FyVlP5IejizEq1,VC,Copper Cow Coffee offers delivery of specialty Vietnamese coffees to offices and homes.,Retail,"Retail, Food, Manufacturing, AgTech",B2C,coppercowcoffee.com,Copper Cow Coffee,ST
Baker Technologies,Blackbird (previously Baker Technologies) is a technology company that powers transportation and logistics for the cannabis industry. Baker Technologies raised $1.6M in 2016 with this deck.,$1.6M,2016,Seed,B2B,https://logo.clearbit.com/trybaker.com,,https://www.slideshare.net/slideshow/embed_code/key/34Ph0lzWZQm3Q0,"VC, Corporate, Angel Investors",Blackbird (previously Baker Technologies) is a technology company that powers transportation and logistics for the cannabis industry.,Retail,"Retail, Cannabis, Software, Marketing, Analytics",B2B,trybaker.com,Baker Technologies,ST
Hyphen,"Hyphen is a voice and engagement platform for employees. It provides deep, personalized insights into individuals and helps organizations to better understand their workforce so that they can increase productivity and employee engagement. Hyphen raised $2.8M in 2018 with this deck.",$2.8M,2018,Series A,B2B,https://logo.clearbit.com/hyphensolutions.com,"Hyphen Solutions, Ltd. provides supply-chain management, collaboration, and software solutions. The Company offers document management, vendor bidding, purchase order, inspections, change order processing, electronic payment processing, professional implementation, development, report writing services. Hyphen Solutions operates in the State of Texas.",https://www.slideshare.net/slideshow/embed_code/key/cRp1NP0nffvSur,VC,"Hyphen is a voice and engagement platform for employees. It provides deep, personalized insights into individuals and helps organizations to better understand their workforce so that they can increase productivity and employee engagement.",HR,"HR, Software, Audio",B2B,hyphensolutions.com,Hyphen,ST
Kickfolio,"App.io, previously known as Kickfolio, was a cloud-based service for mobile app publishers. It uses cloud computing to enable existing apps to be accessed by people wherever they are and on any device. Kickfolio raised $20k in 2012 with this deck.",$20k,2012,Seed,B2B2C,,"Are you in need of electrical services? On Call Electrical professionals, offer you the highest quality service and price in your neighborhood. Call our friendly staff today at (855) 209-7551 for your FREE in home consultation!",https://www.slideshare.net/slideshow/embed_code/key/10RyyVH5BnTE2W,VC,"App.io, previously known as Kickfolio, was a cloud-based service for mobile app publishers. It uses cloud computing to enable existing apps to be accessed by people wherever they are and on any device.",Software,Software,B2B2C,kickfolio.com,Kickfolio,ST
Celer Network,Celer Network is a layer-2 scaling platform bringing blockchain applications to mass adoption. Celer Network raised $2.1M in 2019 with this deck.,$2.1M,2019,Seed,B2B,https://logo.clearbit.com/celer.network,The most advanced Layer-2 scaling platform,https://www.slideshare.net/slideshow/embed_code/key/a3Cdso3dvDHNrb,Unknown,Celer Network is a layer-2 scaling platform bringing blockchain applications to mass adoption.,Blockchain,"Blockchain, FinTech, IT",B2B,celer.network,Celer Network,ST
ArangoDB,"ArangoDB is a multi-model database that lets you natively work with graphs, documents and fulltext search. ArangoDB raised $10M in 2019 with this deck.",$10M,2019,Series A,B2B,https://logo.clearbit.com/arangodb.com,"ArangoDB GmbH provides technology consulting services. The Company offers training and consulting, development support, service level agreements, and enterprise support services which allows startups and enterprises to speed up cycles, simplify technology stacks, and increase on-time and on-budget delivery of software projects. ArangoDB serves clients in Germany.",https://www.slideshare.net/slideshow/embed_code/key/FCGa0m5rj59Tya,"Corporate, VC","ArangoDB is a multi-model database that lets you natively work with graphs, documents and fulltext search.",Big Data,"Big Data, Open Source, IT, Software",B2B,arangodb.com,ArangoDB,ST
Vango,"VanGo is a professional transportation company for teenagers providing safe rides to and from locations of your choice, driven by local moms. Vango raised $145K in 2012 with this deck.",$145K,2012,Seed,B2B2C,https://logo.clearbit.com/vangoghchicago.com,The original Immersive Van Gogh Exhibit Chicago. Immerse yourself! Donât miss out on the best way to experience Van Goghâs art in Chicago this year!,https://www.slideshare.net/slideshow/embed_code/key/en3LwQMTGt4tF0,Accelerator,"VanGo is a professional transportation company for teenagers providing safe rides to and from locations of your choice, driven by local moms.",Art,"Art, Retail",B2B2C,vangoghchicago.com,Vango,ST
Twine,Twine.fm is a network of skilled and creative people who offer freelancer services to companies. Twine raised $1M in 2017 with this deck.,$1M,2017,Seed,C2C,https://logo.clearbit.com/twinery.org,"Notable links and news about Twine, an open source application for building interactive narrative.",https://www.slideshare.net/slideshow/embed_code/key/4XpFG5qWPhxoDg,VC,Twine.fm is a network of skilled and creative people who offer freelancer services to companies.,Collaboration,"Collaboration, Art, Media, Marketing",C2C,twinery.org,Twine,ST
StudySoup,StudySoup is a community where students can share and exchange lecture notes with each other. StudySoup raised $300K in 2014 with this deck.,$300K,2014,Seed,C2C,https://logo.clearbit.com/studysoup.com,"StudySoup, Inc. owns and operates peer-to-peer learning marketplace online. The Company offers students to post study materials online. StudySoup serves customers in the State of California.",https://www.slideshare.net/slideshow/embed_code/key/82LbNgBktbtDOJ,VC,StudySoup is a community where students can share and exchange lecture notes with each other.,EdTech,"EdTech, Collaboration",C2C,studysoup.com,StudySoup,ST
